site_id,bit_index,result,taxonomy,exit_code,failure_kind,failure_signal,stdout,stderr,dump,metric_abs_max,metric_mean_abs,metric_rmse,metric_max_rel,metric_mean_rel,metric_p95_abs,metric_p99_abs,metric_num_bad,metric_frac_bad,metric_max_ulp,metric_mean_ulp,metric_ham_bits,metric_ham_bytes,metric_size_bytes
1,0,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/float/site1_bit0.out,,,,,,,,,,,,,,,,
1,1,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/float/site1_bit1.out,,,,,,,,,,,,,,,,
1,2,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/float/site1_bit2.out,,,,,,,,,,,,,,,,
1,3,MASKED,MASKED_UNFLAGGED,,,,HeCBench/results/llvm17_inject/layout/float/site1_bit3.out,,,,,,,,,,,,,,,,
1,4,MASKED,MASKED_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit4.out,,,,,,,,,,,,,,,,
1,5,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit5.out,,,,,,,,,,,,,,,,
1,6,MASKED,MASKED_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit6.out,,,,,,,,,,,,,,,,
1,7,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit7.out,,,,,,,,,,,,,,,,
1,8,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit8.out,,,,,,,,,,,,,,,,
1,9,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit9.out,,,,,,,,,,,,,,,,
1,10,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit10.out,,,,,,,,,,,,,,,,
1,11,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit11.out,,,,,,,,,,,,,,,,
1,12,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit12.out,,,,,,,,,,,,,,,,
1,13,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit13.out,,,,,,,,,,,,,,,,
1,14,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit14.out,,,,,,,,,,,,,,,,
1,15,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit15.out,,,,,,,,,,,,,,,,
1,16,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit16.out,,,,,,,,,,,,,,,,
1,17,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit17.out,,,,,,,,,,,,,,,,
1,18,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit18.out,,,,,,,,,,,,,,,,
1,19,SDC,SDC_FLAGGED,,kernel_reported_fail,,HeCBench/results/llvm17_inject/layout/float/site1_bit19.out,,,,,,,,,,,,,,,,
